issue_number,OriginationPhase,DetectionPhase,Category,Priority,Status,created_at,closed_at,Author
308,Requirements,Coding,Bug,High,inProgress,3/16/2019,,"Tillman, Modesto"
309,Requirements,Design,Inquiry,Low,Rejected,3/17/2019,3/25/2019,"McGlynn, Bettye"
310,Testing,Field,Bug,Medium,Completed,3/18/2019,3/26/2019,"Auer, Jaren"
311,Documentation,Field,Enhancement,Major,pendingReview,3/19/2019,,"Heathcote, Jacklyn"
312,Design,Coding,Inquiry,High,inProgress,3/20/2019,,"Wisozk, Harrison"
313,Requirements,Testing,Bug,High,Completed,3/17/2019,3/25/2019,"Williams, Amy"
314,Testing,Field,Bug,Medium,Completed,2/27/2019,3/18/2019,"Williams, Amy"
315,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Williams, Amy"
316,Design,Coding,Inquiry,High,inProgress,3/1/2019,3/20/2019,"Kozey, Loyal"
317,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Bechtelar, Abraham"
318,Design,Coding,Inquiry,High,inProgress,3/3/2019,3/4/2019,"Kemmer, Brian"
319,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Wolff, Jarret"
320,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Kemmer, Brian"
321,Design,Testing,Inquiry,Critical,Approved,8/6/2019,,"Thiel, Nayeli"
322,Requirements,Coding,Bug,Critical,inProgress,8/7/2019,,"Schaefer, Maverick"
323,Requirements,Design,Inquiry,Low,Rejected,3/8/2019,3/19/2019,"Barton, Maybelle"
324,Testing,Field,Bug,Medium,Completed,3/9/2019,3/10/2019,"McGlynn, Silas"
325,Documentation,Field,Inquiry,Major,pendingReview,3/10/2019,,"Barton, Maybelle"
326,Design,Testing,Enhancement,High,Approved,3/11/2019,,"Swaniawski, Lucienne"
327,Requirements,Design,Inquiry,Low,Rejected,3/12/2019,3/13/2019,"Funk, Modesta"
328,Testing,Field,Bug,Medium,Completed,2/13/2019,3/7/2019,"Abbott, Theresia"
329,Documentation,Field,Enhancement,Major,pendingReview,1/5/2019,,"Herman, Jermain"
330,Design,Testing,Bug,Critical,Approved,1/6/2019,,"Hackett, Favian"
331,Requirements,Coding,Bug,High,inProgress,1/7/2019,,"Wisozk, Harrison"
332,Requirements,Design,Inquiry,Low,Rejected,1/8/2019,4/3/2019,"Schaefer, Maverick"
333,Testing,Field,Bug,Medium,Completed,1/9/2019,4/10/2019,"Nitzsche, Willa"
334,Documentation,Field,Enhancement,Major,pendingReview,10/10/2019,,"Keeling, Reuben"
335,Design,Coding,Inquiry,Low,inProgress,10/11/2019,,"Witting, Deborah"
336,Testing,Field,Bug,Medium,Completed,10/12/2019,10/15/2019,"Johnston, Lolita"
337,Documentation,Field,Enhancement,Major,pendingReview,10/13/2019,,"McGlynn, Jaylon"
338,Design,Coding,Inquiry,High,inProgress,10/14/2019,,"Upton, Maude"
339,Coding,Testing,Bug,Low,Completed,10/15/2019,10/18/2019,"Heathcote, Jacklyn"
340,Design,Coding,Inquiry,High,inProgress,10/16/2019,,"Langworth, Tillman"
341,Coding,Testing,Bug,Low,Completed,10/17/2019,10/20/2019,"Gerlach, Martin"
342,Testing,Field,Enhancement,Medium,Completed,10/18/2019,10/21/2019,"Tillman, Modesto"
343,Design,Testing,Inquiry,Critical,Approved,10/19/2019,10/22/2019,"Kemmer, Brian"
344,Testing,Field,Bug,Medium,Completed,10/20/2019,,"Huels, Peggie"
345,Documentation,Field,Enhancement,Major,pendingReview,10/21/2019,,"Pfeffer, Edna"
346,Design,Coding,Inquiry,High,inProgress,10/22/2019,,"Lueilwitz, Andreanne"
347,Coding,Testing,Bug,Low,Completed,3/2/2019,3/26/2019,"Langworth, Tillman"
348,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Kozey, Loyal"
349,Testing,Field,Bug,Medium,Completed,2/27/2019,3/18/2019,"Reinger, Gerda"
350,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Oberbrunner, Gretchen"
351,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Lemke, Creola"
352,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Barton, Maybelle"
353,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Leuschke, Anabelle"
354,Coding,Testing,Bug,Low,Completed,12/4/2019,12/15/2019,"Kreiger, Alexandre"
355,Testing,Field,Enhancement,Medium,Completed,12/5/2019,12/16/2019,"Bradtke, Neil"
356,Design,Testing,Inquiry,Critical,Approved,12/6/2019,,"Abbott, Theresia"
357,Requirements,Coding,Inquiry,High,inProgress,12/7/2019,,"Murray, Clement"
358,Requirements,Design,Inquiry,Low,Rejected,12/8/2019,12/19/2019,"Kreiger, Alexandre"
359,Testing,Field,Inquiry,Medium,Completed,12/9/2019,12/20/2019,"Eichmann, Luigi"
360,Documentation,Field,Inquiry,Major,pendingReview,12/10/2019,,"Dare, Alisha"
361,Design,Testing,Enhancement,High,Approved,12/11/2019,,"Herman, Jermain"
362,Requirements,Design,Inquiry,Low,Rejected,12/12/2019,12/13/2019,"Christiansen, Cynthia"
363,Testing,Field,Bug,Medium,Completed,12/13/2019,12/14/2019,"Schmidt, Nicola"
364,Documentation,Field,Enhancement,Major,pendingReview,12/14/2019,,"Langworth, Dovie"
365,Design,Testing,Inquiry,Critical,Approved,12/15/2019,,"Kreiger, Alexandre"
366,Requirements,Coding,Bug,High,inProgress,12/16/2019,,"Keeling, Reuben"
367,Requirements,Design,Inquiry,Low,Rejected,12/17/2019,3/25/2019,"Koss, Adrain"
368,Testing,Field,Bug,Medium,Completed,12/18/2019,3/26/2019,"Heathcote, Jacklyn"
369,Documentation,Field,Enhancement,Major,pendingReview,12/19/2019,,"Langworth, Dovie"
370,Design,Coding,Inquiry,High,inProgress,12/20/2019,,"Leuschke, Anabelle"
371,Requirements,Testing,Bug,High,Completed,3/17/2019,3/25/2019,"Pfeffer, Edna"
372,Testing,Field,Bug,Medium,Completed,2/27/2019,3/18/2019,"Flatley, Kailee"
373,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Abbott, Theresia"
374,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Murazik, Adella"
375,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Willms, Felicia"
376,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Hartmann, Stefan"
377,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Hilll, Scottie"
378,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Gerlach, Martin"
379,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Kihn, Amya"
380,Requirements,Coding,Bug,Critical,inProgress,3/7/2019,,"Schaefer, Maverick"
381,Requirements,Design,Inquiry,Low,Rejected,3/8/2019,3/19/2019,"Langworth, Dovie"
382,Testing,Field,Bug,Medium,Completed,3/9/2019,3/10/2019,"Ruecker, Clementina"
383,Documentation,Field,Inquiry,Major,pendingReview,3/10/2019,,"Funk, Fredrick"
384,Design,Testing,Enhancement,High,Approved,3/11/2019,,"Schumm, Hester"
385,Requirements,Design,Inquiry,Low,Rejected,3/12/2019,3/13/2019,"Reinger, Gerda"
386,Testing,Field,Bug,Medium,Completed,2/13/2019,3/7/2019,"Willms, Felicia"
387,Documentation,Field,Enhancement,Major,pendingReview,2/14/2019,,"Abbott, Theresia"
388,Design,Testing,Bug,Critical,Approved,2/15/2019,,"Hartmann, Stefan"
389,Requirements,Coding,Bug,High,inProgress,2/16/2019,,"Funk, Fredrick"
390,Requirements,Design,Inquiry,Low,Rejected,2/17/2019,3/11/2019,"Bradtke, Neil"
391,Testing,Field,Bug,Medium,Completed,2/18/2019,3/12/2019,"Murray, Clement"
392,Documentation,Field,Enhancement,Major,pendingReview,2/19/2019,,"Murazik, Adella"
393,Design,Coding,Inquiry,Low,inProgress,2/20/2019,,"McGlynn, Silas"
394,Testing,Field,Bug,Medium,Completed,2/21/2019,3/15/2019,"Sporer, Sharon"
395,Documentation,Field,Enhancement,Major,pendingReview,2/22/2019,,"McGlynn, Bettye"
396,Design,Coding,Inquiry,High,inProgress,2/23/2019,,"Leuschke, Anabelle"
397,Coding,Testing,Bug,Low,Completed,2/24/2019,3/18/2019,"Lemke, Creola"
398,Design,Coding,Inquiry,High,inProgress,2/25/2019,,"Pollich, Donna"
399,Coding,Testing,Bug,Low,Completed,3/4/2019,3/20/2019,"Hamill, Lourdes"
400,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/21/2019,"Willms, Felicia"
401,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Grady, Houston"
402,Testing,Field,Bug,Medium,Completed,2/27/2019,,"Kerluke, Deondre"
403,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Conroy, Kip"
404,Design,Coding,Inquiry,High,inProgress,8/8/2019,,"Tillman, Manuel"
405,Coding,Testing,Bug,Low,Completed,8/9/2019,8/26/2019,"Simonis, Jerad"
406,Design,Coding,Inquiry,High,inProgress,8/10/2019,,"Huels, Dion"
407,Coding,Testing,Bug,Low,Completed,8/11/2019,8/28/2019,"Bauch, Ola"
408,Testing,Field,Enhancement,Medium,Completed,8/12/2019,8/29/2019,"Kuvalis, Aryanna"
409,Design,Testing,Inquiry,Critical,Approved,8/13/2019,,"Beahan, Jimmie"
410,Coding,Testing,Bug,Low,Completed,8/14/2019,8/31/2019,"Bashirian, Burley"
411,Testing,Field,Enhancement,Medium,Completed,8/15/2019,9/1/2019,"Christiansen, Marjolaine"
412,Design,Testing,Enhancement,Critical,Completed,8/16/2019,9/2/2019,"Block, Daniela"
413,Requirements,Coding,Enhancement,High,Completed,8/17/2019,9/3/2019,"Bahringer, Ewald"
414,Requirements,Design,Enhancement,Low,Rejected,8/18/2019,9/4/2019,"Zemlak, Kiana"
415,Testing,Field,Enhancement,Medium,Rejected,8/19/2019,9/5/2019,"VonRueden, Veronica"
416,Documentation,Field,Inquiry,Major,Rejected,8/20/2019,9/6/2019,"Thompson, Courtney"
417,Design,Testing,Enhancement,High,Rejected,8/21/2019,9/7/2019,"Bayer, Charlotte"
418,Requirements,Design,Inquiry,Low,Rejected,8/22/2019,9/8/2019,"Kilback, Peggie"
419,Testing,Field,Bug,Medium,Completed,8/23/2019,9/9/2019,"Sauer, Ethan"
420,Documentation,Field,Enhancement,Major,Completed,8/24/2019,9/10/2019,"Daniel, Reese"
421,Design,Testing,Inquiry,Critical,Completed,8/25/2019,9/11/2019,"Hudson, Kurt"
422,Design,Coding,Inquiry,High,Completed,8/26/2019,9/12/2019,"Hahn, Seth"
423,Requirements,Testing,Bug,High,Completed,8/27/2019,9/13/2019,"Ebert, Zachary"
424,Testing,Field,Bug,Medium,Completed,2/27/2019,3/18/2019,"Bahringer, Ewald"
425,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Wisozk, Eliezer"
426,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Simonis, Jerad"
427,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Thompson, Courtney"
428,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Ebert, Zachary"
429,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Casper, Lilian"
430,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Schneider, Sammy"
431,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Witting, Tabitha"
432,Requirements,Coding,Bug,Critical,inProgress,2/6/2019,,"Davis, Tommie"
433,Requirements,Design,Inquiry,Low,Rejected,10/7/2019,10/19/2019,"Welch, Norval"
434,Testing,Field,Bug,Medium,Completed,10/8/2019,10/20/2019,"Grady, Houston"
435,Documentation,Field,Inquiry,Major,pendingReview,10/9/2019,,"Parisian, Vergie"
436,Design,Testing,Enhancement,High,Approved,10/10/2019,10/22/2019,"Altenwerth, Rudy"
437,Requirements,Design,Inquiry,Low,Rejected,10/11/2019,10/23/2019,"Reichel, Coty"
438,Testing,Field,Bug,Medium,Completed,10/12/2019,10/24/2019,"Tillman, Jevon"
439,Documentation,Field,Enhancement,Medium,pendingReview,10/13/2019,,"Nitzsche, Samara"
440,Design,Testing,Bug,Medium,Approved,10/14/2019,10/26/2019,"Haag, Isom"
441,Requirements,Coding,Bug,Medium,inProgress,10/15/2019,,"Murray, Maximillia"
442,Requirements,Design,Inquiry,Medium,Rejected,10/16/2019,10/28/2019,"Rice, Gregorio"
443,Testing,Field,Bug,Medium,Completed,10/17/2019,10/29/2019,"Oberbrunner, Diamond"
444,Documentation,Field,Enhancement,Major,pendingReview,2/18/2019,,"Thompson, Courtney"
445,Design,Coding,Inquiry,Low,inProgress,1/11/2019,,"Christiansen, Marjolaine"
446,Testing,Field,Bug,Medium,Completed,1/12/2019,2/15/2019,"Sauer, Ethan"
447,Documentation,Field,Enhancement,Major,pendingReview,1/13/2019,,"Bashirian, Burley"
448,Design,Coding,Inquiry,High,inProgress,1/14/2019,,"Crona, Marta"
449,Coding,Testing,Bug,Low,Completed,1/15/2019,2/18/2019,"Bahringer, Ewald"
450,Design,Coding,Inquiry,High,inProgress,1/16/2019,,"Osinski, Patrick"
451,Coding,Testing,Bug,Low,Completed,1/17/2019,,"Yost, Mollie"
452,Testing,Field,Enhancement,Medium,Completed,1/18/2019,3/21/2019,"Reichel, Coty"
453,Design,Testing,Inquiry,Critical,Approved,1/19/2019,,"Bogan, Carlie"
454,Testing,Field,Bug,Medium,Completed,1/20/2019,3/23/2019,"Williams, Amy"
455,Documentation,Field,Enhancement,Major,pendingReview,1/21/2019,,"Williams, Amy"
456,Design,Coding,Inquiry,High,inProgress,1/22/2019,,"Williams, Amy"
457,Coding,Testing,Bug,Low,Completed,12/2/2019,12/16/2019,"Williams, Amy"
458,Design,Coding,Inquiry,High,Completed,12/3/2019,12/17/2019,"Dicki, Genesis"
459,Testing,Field,Bug,Medium,Completed,12/4/2019,12/18/2019,"Bauch, Ola"
460,Documentation,Field,Enhancement,Major,Completed,12/5/2019,12/19/2019,"Barrows, Judson"
461,Design,Coding,Inquiry,Low,Completed,12/6/2019,12/20/2019,"King, Jake"
462,Testing,Field,Bug,Medium,Completed,12/7/2019,12/21/2019,"Frami, Jenifer"
463,Documentation,Field,Enhancement,Major,Completed,12/8/2019,12/22/2019,"Tillman, Jevon"
464,Design,Coding,Inquiry,High,Completed,12/9/2019,12/23/2019,"Yost, Mollie"
465,Coding,Testing,Bug,Low,Completed,12/10/2019,12/24/2019,"Russel, Lenny"
466,Design,Coding,Inquiry,High,Completed,12/11/2019,12/25/2019,"O'Connell, Eloise"
467,Coding,Testing,Bug,Low,Completed,12/12/2019,12/26/2019,"Schneider, Sammy"
468,Testing,Field,Enhancement,Medium,Completed,12/13/2019,12/27/2019,"Howe, Cathy"
469,Design,Testing,Inquiry,Critical,Approved,1/19/2019,,"Altenwerth, Rudy"
470,Testing,Field,Bug,Medium,Completed,1/20/2019,3/23/2019,"Wuckert, Alta"
471,Documentation,Field,Enhancement,Major,pendingReview,1/21/2019,,"Koepp, Randal"
472,Design,Coding,Inquiry,High,inProgress,1/22/2019,,"McDermott, Shania"
473,Coding,Testing,Bug,Low,Completed,8/2/2019,8/26/2019,"Huels, Dion"
474,Design,Coding,Inquiry,High,inProgress,8/3/2019,,"Dicki, Genesis"
475,Testing,Field,Bug,Medium,Completed,8/4/2019,8/28/2019,"Kuhlman, Nayeli"
476,Documentation,Field,Enhancement,Major,pendingReview,8/5/2019,,"Mohr, Lenna"
477,Design,Coding,Inquiry,High,inProgress,8/6/2019,,"Parisian, Vergie"
478,Design,Coding,Inquiry,High,inProgress,8/7/2019,,"Bradtke, Mercedes"
479,Coding,Testing,Bug,Low,Completed,8/8/2019,9/1/2019,"Nitzsche, Samara"
480,Testing,Field,Enhancement,Medium,Completed,8/9/2019,9/2/2019,"Altenwerth, Rudy"
481,Design,Testing,Inquiry,Critical,Approved,8/10/2019,,"Bradtke, Mercedes"
482,Requirements,Coding,Bug,High,inProgress,8/11/2019,,"Altenwerth, Rudy"
483,Design,Testing,Bug,High,Approved,8/12/2019,,"Bauch, Ola"
484,Requirements,Design,Bug,Low,Rejected,8/13/2019,9/6/2019,"Huels, Vergie"
485,Testing,Field,Bug,Medium,Rejected,8/14/2019,9/7/2019,"Ebert, Zachary"
486,Documentation,Field,Bug,Major,Rejected,8/15/2019,9/8/2019,"Rodriguez, Dorcas"
487,Design,Testing,Bug,Critical,Completed,8/16/2019,9/9/2019,"Hahn, Malika"
488,Requirements,Coding,Bug,High,Rejected,8/17/2019,9/10/2019,"Schneider, Sammy"
489,Testing,Field,Bug,Medium,Rejected,8/18/2019,9/11/2019,"Ebert, Zachary"
490,Documentation,Field,Enhancement,Major,Rejected,8/19/2019,9/12/2019,"Lowe, Neal"
491,Design,Coding,Inquiry,High,Rejected,8/20/2019,9/13/2019,"Armstrong, Kellen"
492,Requirements,Testing,Bug,High,Rejected,8/21/2019,9/14/2019,"Friesen, Manuel"
493,Testing,Field,Bug,Medium,Completed,8/22/2019,9/15/2019,"Oberbrunner, Diamond"
494,Documentation,Field,Enhancement,Major,Completed,8/23/2019,9/16/2019,"Russel, Lenny"
495,Design,Coding,Inquiry,High,Completed,8/24/2019,9/17/2019,"Bradtke, Mercedes"
496,Coding,Testing,Bug,Low,Rejected,8/25/2019,9/18/2019,"Beahan, Jimmie"
497,Design,Coding,Inquiry,High,Completed,8/26/2019,9/19/2019,"Armstrong, Kellen"
498,Coding,Testing,Bug,Low,Completed,8/27/2019,9/20/2019,"Block, Daniela"
499,Testing,Field,Enhancement,Medium,Completed,8/28/2019,9/21/2019,"Kerluke, Deondre"
500,Design,Testing,Inquiry,Critical,Completed,8/29/2019,9/22/2019,"Wisozk, Eliezer"
501,Testing,Field,Bug,Medium,Completed,8/30/2019,9/23/2019,"Bernhard, Remington"
502,Documentation,Field,Enhancement,Major,pendingReview,8/31/2019,,"Hegmann, Jana"
503,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Miller, Ada"
504,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Beahan, Bryce"
505,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Reilly, Mallory"
506,Coding,Testing,Bug,Low,Completed,11/4/2019,11/15/2019,"Reilly, Darrin"
507,Testing,Field,Enhancement,Medium,Completed,11/5/2019,11/16/2019,"Schiller, Alysa"
508,Design,Testing,Inquiry,Critical,Approved,11/6/2019,11/17/2019,"Trantow, Timmothy"
509,Requirements,Coding,Bug,High,inProgress,11/7/2019,,"Strosin, Amya"
510,Requirements,Design,Inquiry,Low,Rejected,11/8/2019,11/19/2019,"Reilly, Mallory"
511,Testing,Field,Bug,Medium,Completed,11/9/2019,11/20/2019,"Donnelly, Hulda"
512,Documentation,Field,Inquiry,Major,pendingReview,3/10/2019,,"Considine, Glenna"
513,Design,Testing,Enhancement,High,Approved,3/11/2019,,"Beier, Benny"
514,Requirements,Design,Inquiry,Low,Rejected,3/12/2019,,"Barrows, Chet"
515,Testing,Field,Bug,Medium,Completed,3/13/2019,3/14/2019,"Lind, Noble"
516,Documentation,Field,Enhancement,Major,pendingReview,3/14/2019,,"Torp, Annie"
517,Design,Testing,Inquiry,Critical,Approved,3/15/2019,,"Torp, Annie"
518,Requirements,Coding,Bug,High,inProgress,3/16/2019,3/24/2019,"Hoeger, Garry"
519,Requirements,Design,Inquiry,Low,Rejected,3/17/2019,,"Osinski, Colt"
520,Testing,Field,Bug,Medium,Completed,3/18/2019,3/26/2019,"Trantow, Elza"
521,Documentation,Field,Enhancement,Major,pendingReview,3/19/2019,,"Nader, Keaton"
522,Design,Coding,Inquiry,High,inProgress,11/20/2019,11/28/2019,"Cruickshank, Baron"
523,Requirements,Testing,Bug,High,Completed,11/21/2019,11/29/2019,"Spinka, Percy"
524,Testing,Field,Bug,Medium,Completed,11/22/2019,11/30/2019,"Bernhard, Remington"
525,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Mann, Kellen"
526,Design,Coding,Inquiry,High,inProgress,11/1/2019,,"Torp, Annie"
527,Testing,Field,Enhancement,Medium,Completed,11/2/2019,11/8/2019,"Schmitt, Davin"
528,Design,Testing,Inquiry,Critical,Approved,11/3/2019,,"Schmitt, Davin"
529,Requirements,Coding,Bug,Critical,inProgress,11/4/2019,,"Goodwin, Leo"
530,Requirements,Design,Inquiry,Low,Rejected,11/5/2019,11/11/2019,"Harvey, Sydney"
531,Testing,Field,Bug,Medium,Completed,11/6/2019,11/12/2019,"Metz, Makenzie"
532,Documentation,Field,Inquiry,Major,pendingReview,11/7/2019,,"Reilly, Darrin"
533,Design,Testing,Enhancement,High,Approved,11/8/2019,,"Schumm, Sam"
534,Requirements,Design,Inquiry,Low,Rejected,11/9/2019,11/15/2019,"Zieme, Amara"
535,Testing,Field,Bug,Medium,Completed,11/10/2019,11/16/2019,"Durgan, Monique"
536,Documentation,Field,Enhancement,Major,pendingReview,11/11/2019,,"Osinski, Colt"
537,Design,Testing,Bug,Critical,Approved,11/12/2019,,"Walter, Malcolm"
538,Requirements,Coding,Bug,High,inProgress,11/13/2019,,"Koch, Robert"
539,Requirements,Design,Inquiry,Low,Rejected,11/17/2019,12/11/2019,"Schinner, Adam"
540,Testing,Field,Bug,Medium,Completed,11/18/2019,12/12/2019,"Harber, Lelia"
541,Documentation,Field,Enhancement,Major,pendingReview,11/19/2019,,"McKenzie, Elbert"
542,Design,Coding,Inquiry,Low,inProgress,11/20/2019,,"Hane, Cierra"
543,Testing,Field,Bug,Medium,Completed,11/21/2019,12/15/2019,"Baumbach, Katrine"
544,Documentation,Field,Enhancement,Major,pendingReview,11/22/2019,,"Pacocha, Peggie"
545,Design,Coding,Inquiry,High,inProgress,11/23/2019,,"Durgan, Monique"
546,Coding,Testing,Bug,Low,Completed,11/24/2019,12/18/2019,"Lind, Noble"
547,Design,Testing,Inquiry,High,inProgress,11/25/2019,,"Bailey, Chadd"
548,Coding,Testing,Bug,Low,Completed,3/4/2019,3/20/2019,"Fritsch, Sim"
549,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/21/2019,"Bailey, Chadd"
550,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Rau, Shemar"
551,Testing,Field,Bug,Medium,Completed,2/27/2019,3/23/2019,"Bailey, Chadd"
552,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Aufderhar, Kiana"
553,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"Schinner, Adam"
554,Coding,Testing,Bug,Low,Completed,3/2/2019,3/26/2019,"Zieme, Amara"
555,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"Schumm, Sam"
556,Coding,Testing,Bug,Low,Completed,3/4/2019,3/28/2019,"Miller, Ada"
557,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/29/2019,"Bernhard, Remington"
558,Design,Testing,Inquiry,Critical,Approved,3/6/2019,3/30/2019,"Schumm, Sam"
559,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Schiller, Cletus"
560,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Strosin, Amya"
561,Design,Testing,Inquiry,Critical,Approved,3/6/2019,3/17/2019,"Legros, Jason"
562,Requirements,Coding,Bug,High,inProgress,3/7/2019,,"Bernier, Luz"
563,Requirements,Design,Inquiry,Low,Rejected,3/8/2019,3/19/2019,"Bernier, Luz"
564,Testing,Field,Bug,Medium,Completed,3/9/2019,3/10/2019,"Collier, Clair"
565,Documentation,Field,Inquiry,Major,pendingReview,3/10/2019,,"Hegmann, Jana"
566,Design,Testing,Enhancement,High,Approved,3/11/2019,3/12/2019,"Hane, Cierra"
567,Requirements,Design,Inquiry,Low,Rejected,3/12/2019,3/13/2019,"Wyman, Jarrod"
568,Testing,Field,Bug,Medium,Completed,10/13/2019,11/4/2019,"Bednar, Jakayla"
569,Documentation,Field,Enhancement,Major,Completed,10/14/2019,11/5/2019,"Wolf, Dewayne"
570,Design,Testing,Inquiry,Critical,Completed,10/15/2019,11/6/2019,"Barrows, Chet"
571,Requirements,Coding,Bug,High,Completed,10/16/2019,11/7/2019,"Mohr, Clinton"
572,Requirements,Design,Inquiry,Low,Completed,10/17/2019,11/8/2019,"Collier, Clair"
573,Testing,Field,Bug,Medium,Completed,10/18/2019,11/9/2019,"Hane, Cierra"
574,Documentation,Field,Enhancement,Major,Completed,10/19/2019,11/10/2019,"Goodwin, Leo"
575,Design,Coding,Inquiry,High,Completed,10/20/2019,11/11/2019,"Gleason, Earl"
576,Requirements,Testing,Bug,High,Completed,10/21/2019,11/12/2019,"Wolf, Dewayne"
577,Testing,Field,Bug,Medium,Completed,10/22/2019,11/13/2019,"Gleichner, Kaylin"
578,Documentation,Field,Enhancement,Major,pendingReview,2/28/2019,,"Cruickshank, Baron"
579,Design,Coding,Inquiry,High,inProgress,3/1/2019,,"West, Maci"
580,Coding,Testing,Bug,Low,Completed,3/2/2019,3/3/2019,"Halvorson, Walter"
581,Design,Coding,Inquiry,High,inProgress,3/3/2019,,"McKenzie, Elbert"
582,Coding,Testing,Bug,Low,Completed,3/4/2019,3/15/2019,"Prohaska, Madalyn"
583,Testing,Field,Enhancement,Medium,Completed,3/5/2019,3/16/2019,"Hoeger, Garry"
584,Design,Testing,Inquiry,Critical,Approved,3/6/2019,,"Spinka, Percy"
